id,name,dateCreated,likesCount,playCount,shareCount,commentCount,savesCount,hashtagCount,duration,hashtags,engagement_rate,caption_text,comment_text,cleaned_comment_text
7418141036498832384,kekbajetgerik,2024-09-24,141,16700,6,9,25,9,11,yayaperfumerm10;perfumeviral;yayaempire;perfumetiktok;perfumeyayaempirexmiaazhar;perfumeyayaempire;perfumerm10;yayaperfume;perfumemiazhar,0.010838323353293414,Replying to @nissnadhirah klau korg plk suka perfume yaya bau apa? #yayaperfumerm10 #perfumeviral #yayaempire #perfumetiktok #perfumeyayaempirexmiaazhar  #perfumeyayaempire #perfumerm10 #yayaperfume #perfumemiazhar ,done order4 botol;Done order 3botol 😍;love dooh bau wangi ni dah 4 botol;done beli 4 botol👍👍👍;Done order candy botol besar kakk🫶🏻🫶🏻;done oder 3 botol special edition kak;👍👍;boleh recommend x bau yg lembut dan sexy,Selesai pesanan 4 botol; Selesai pesanan 3 botol 😍; suka sangat bau wangi ini sudah 4 botol; selesai beli 4 botol 👍👍👍; Selesai pesanan gula-gula botol besar kak 🫶🏻🫶🏻; selesai pesanan 3 botol edisi istimewa kak; 👍👍; boleh cadangkan tidak bau yang lembut dan seksi
7417779130671844352,kekbajetgerik,2024-09-23,37,2873,3,7,6,9,16,yayaperfumerm10;perfumeviral;yayaempire;perfumetiktok;perfumeyayaempirexmiaazhar;perfumeyayaempire;perfumerm10;yayaperfume;perfumemiazhar,0.018447615732683605,Replying to @detolana mana peminat bunga perfume yaya? meh kumpul #yayaperfumerm10 #perfumeviral #yayaempire #perfumetiktok #perfumeyayaempirexmiaazhar #perfumeyayaempire #perfumerm10 #yayaperfume #perfumemiazhar ,"Done order 4 bottles;Done pyment 3 dino purple 🫶🏼;srs olim peaa sedapp gess,;tergoda sgt dgn seduction n bacarat 🥰🥰🥰;Paling suka bogoshippo🫶🏼 fav sangat😍;dh order 3 botol Dino pink,ye hny dew,ye l v list bell;👍👍👍","Telah memesan 4 botol; Telah buat pembayaran 3 Dino ungu 🫶🏼; Sungguh lama punya sedap,; terpesona sangat dengan tarikan dan Baccarat 🥰🥰🥰; Paling suka Bogoshippo🫶🏼 kegemaran sangat😍; telah memesan 3 botol Dino merah jambu, ya hanya Dew, ya l v senarai bel; 👍👍👍"
7417452335435205632,kekbajetgerik,2024-09-22,66,6368,9,4,9,9,12,yayaperfumerm10;perfumeviral;yayaempire;perfumetiktok;perfumeyayaempirexmiaazhar;perfumeyayaempire;perfumerm10;yayaperfume;perfumemiazhar,0.013819095477386936,Replying to @dy237__ korg suka yaya perfume yg mana? #yayaperfumerm10 #perfumeviral #yayaempire #perfumetiktok #perfumeyayaempirexmiaazhar #perfumeyayaempire #perfumerm10 #yayaperfume #perfumemiazhar ,Brg dh sampai memang laju tk sampai seminggu... Beli geng srs wangi😭;first time try yg Bogoshipo punya..baju dh basuh tapi bau dia masih lagi melekat 😭rugi xbeli banyak2 terus😭;beli svge geng . lelaki memang sesuai pakai srs wangi;👍👍,Barang sudah sampai memang laju tak sampai seminggu... Beli geng serius wangi😭;pertama kali cuba yang Bogoshipo punya..baju sudah basuh tapi bau dia masih lagi melekat 😭rugi tak beli banyak terus😭;beli savage geng . lelaki memang sesuai pakai serius wangi;👍👍
7417398304218123264,kekbajetgerik,2024-09-22,65,6893,3,3,14,9,11,yayaperfumerm10;perfumeviral;yayaempire;perfumetiktok;perfumeyayaempirexmiaazhar;perfumeyayaempire;perfumerm10;yayaperfume;perfumemiazhar,0.012331350645582474,Replying to @ez4hrh mana peminat sarangheyo yaya perfume?😋 #yayaperfumerm10 #perfumeviral #yayaempire #perfumetiktok #perfumeyayaempirexmiaazhar #perfumeyayaempire #perfumerm10 #yayaperfume #perfumemiazhar ,Done payment;done order saranghaeyo 💗;👍👍,Selesai pembayaran;selesai pesanan saranghaeyo 💗;👍👍
7417077971430788096,kekbajetgerik,2024-09-21,159,12500,10,18,24,9,11,yayaperfumerm10;perfumeviral;yayaempire;perfumetiktok;perfumeyayaempirexmiaazhar;perfumeyayaempire;perfumerm10;yayaperfume;perfumemiazhar,0.01688,Replying to @ijatt_01 #yayaperfumerm10 #perfumeviral #yayaempire #perfumetiktok #perfumeyayaempirexmiaazhar #perfumeyayaempire #perfumerm10 #yayaperfume #perfumemiazhar ,"done payment ✅;Done beli 2 bottleeeee 🫶🏻;done order;Done payment ✅;Done payment;Mantapp rugi klo x beli👍👍;done beli 3 botol;done beli candy besar;sy inlove dgn bau candy love;Done beli 4 botol..;Sedap bau yg ni🥰;student sy suka bau ni 😍 pernah spray dkt telekung, suka diorg 🤩;Done beli tiga botol 💜;done order 3 botol, pakai pagi memg melekat bau sampai malam;Paling best bau ni semboq skli ja hbs satu bilik bau mns ii hahahahaha 😍😍😂;😍😍😍;@zety;🥰🥰🥰;done order 14 botol","selesai pembayaran ✅; Selesai beli 2 botol 🫶🏻; selesai pesan; Selesai pembayaran ✅; Selesai pembayaran; Mantap rugi kalau tak beli 👍👍; selesai beli 3 botol; selesai beli gula-gula besar; saya jatuh cinta dengan bau gula-gula cinta; Selesai beli 4 botol..; Sedap bau yang ini 🥰; pelajar saya suka bau ini 😍 pernah sembur dekat telekung, mereka suka 🤩; Selesai beli tiga botol 💜; selesai pesan 3 botol, pakai pagi memang melekat bau sampai malam; Paling best bau ini sembur sekali saja habis satu bilik bau manis sangat hahahahaha 😍😍😂; 😍😍😍; @zety; 🥰🥰🥰; selesai pesan 14 botol"
7417026640682798080,kekbajetgerik,2024-09-21,63,6432,5,10,10,9,13,yayaperfumerm10;perfumeviral;yayaempire;perfumetiktok;perfumeyayaempirexmiaazhar;perfumeyayaempire;perfumerm10;yayaperfume;perfumemiazhar,0.013681592039800995,"Replying to @eliyayana peminat soft2,boleh try raya edition ni..nama lain dia rosalinda😋 #yayaperfumerm10 #perfumeviral #yayaempire #perfumetiktok #perfumeyayaempirexmiaazhar #perfumeyayaempire #perfumerm10 #yayaperfume #perfumemiazhar ","harini pakai raya dino..mmg best..bau die makin lama makin lembut..nanti repeat botol besar;Rugi klo x beli memang sangat2 puas hati guysss👍👍;rugi klo x beli dah la murah wangi pulak tu mmg terbaik;Murahhnyaa😳😳;sama la sy,dr mula keluar sampai skrg tetap ngn raya edition ni..love sgt;Sya pkai yg memang love sgt❤️;sy suka yg bubblegum twinkle limited edition tu. sumpah wangi gila. korang try laa;Done order 4 botol..;https://vt.tiktok.com/ZS2X8tUsw/ hadir support 🥰","harini pakai raya dino..memang best..bau dia makin lama makin lembut..nanti ulang botol besar;Rugi kalau tidak beli memang sangat-sangat puas hati kawan-kawan👍👍;rugi kalau tidak beli dah la murah wangi pula itu memang terbaik;Murahnya😳😳;sama la saya,dari mula keluar sampai sekarang tetap dengan raya edisi ni..sangat suka;Saya pakai yang memang sangat suka❤️;saya suka yang bubblegum twinkle edisi terhad tu. sumpah wangi gila. korang cuba lah;Selesai pesanan 4 botol..;https://vt.tiktok.com/ZS2X8tUsw/ hadir sokong 🥰"
7417009798245272576,kekbajetgerik,2024-09-21,20,2462,5,1,4,10,30,mybranddayskintific;skintific;skincareroutine;skintificmy;skintificpromo;skintificmalaysia;skintificsunscreen;skintificaqualightdailysunscreen;sunscreenviral;sunscreenringan,0.012185215272136474,"kulit oily,acne,kuat oeluh mmg susah nk cari sunscreen kan? i feel you 😫 #MYBrandDaySkintific #skintific #skincareroutine #skintificmy #skintificpromo #skintificmalaysia #skintificsunscreen #skintificaqualightdailysunscreen #sunscreenviral #sunscreenringan ",oily skin hadir😫,Kulit berminyak hadir😫
7416742379471916032,kekbajetgerik,2024-09-20,20,1431,10,12,5,6,16,dolcaperfumekereta;dolcaperfume;perfumekereta;perfumekeretaviral;dolcaairfreshner;carperfume,0.03284416491963662,"dolca air freshner ni xley beli 2 3 ketul jee,nnt nyesal..kena grab bnyk terus,sbb nnt kawan,akk adik abg smua berebut nak jugak😫 #dolcaperfumekereta #dolcaperfume #perfumekereta #perfumekeretaviral  #dolcaairfreshner #carperfume ",done beli 3 botol;Done beli boss✅;done beli 5 botol 👏;Done buat stockkkk 😝;done beli boss;done beli💖;weh stoberi tu mmg sedap🤣;done beli 3 terus mur ii😍;murahnya..done beli 10 botol bublegum;sye dh oder bbgam;😊;sakura sedap,sudah beli 3 botol; sudah beli bos ✅; sudah beli 5 botol 👏; sudah buat stok 😝; sudah beli bos; sudah beli 💖; weh strawberi tu memang sedap 🤣; sudah beli 3 terus murahnya ii 😍; murahnya.. sudah beli 10 botol bublegum; saya sudah oder bublegum; 😊; sakura sedap
7416660252487175168,kekbajetgerik,2024-09-20,47,4487,1,4,5,9,11,yayaperfumerm10;perfumeviral;yayaempire;perfumetiktok;perfumeyayaempirexmiaazhar;perfumeyayaempire;perfumerm10;yayaperfume;perfumemiazhar,0.012703365277468242,Replying to @sabellathequeens peminat yaya perfume bau2 bunga boleh grab yg ni🤩 #yayaperfumerm10 #perfumeviral #yayaempire #perfumetiktok #perfumeyayaempirexmiaazhar #perfumeyayaempire #perfumerm10 #yayaperfume #perfumemiazhar ,"Rugi klo x beli perfume yaya memang blh tahan lama. Dh lah murah. Bau mcm perfume mahal2👍👍;Bau kuat sgt tak, Gucci flora;done grab 4 botol , thankyou sis","Rugi kalau tak beli minyak wangi yaya memang boleh tahan lama. Dah lah murah. Bau macam minyak wangi mahal-mahal👍👍;Bau kuat sangat tak, Gucci flora;dah ambil 4 botol, terima kasih kakak."
7416584487401835520,kekbajetgerik,2024-09-20,11,1043,9,1,2,8,21,mybranddayskintific;skintific;skintificmy;skintificpromo;skintificmalaysia;skincareroutine;skintificskincare;skintificset,0.02205177372962608,cpt2 grab sbb promo xlama korg..jimat abis nii🤤 #MYBrandDaySkintific #skintific #skintificmy #skintificpromo #skintificmalaysia #skincareroutine #skintificskincare #skintificset ,yg bijak akn tkn bag kuning🙈,yang bijak akan tekan beg kuning🙈
7416362344919469056,kekbajetgerik,2024-09-19,254,42800,12,26,39,9,19,yayaperfumerm10;perfumeviral;yayaempire;perfumetiktok;perfumeyayaempirexmiaazhar;perfumeyayaempire;perfumerm10;yayaperfume;perfumemiazhar,0.007733644859813084,"Replying to @mekraadamia.0709 terima kasih sudi support kita..sape yg belum grab lagi,meh masuk live cpt🤩 #yayaperfumerm10 #perfumeviral #yayaempire #perfumetiktok #perfumeyayaempirexmiaazhar #perfumeyayaempire #perfumerm10 #yayaperfume #perfumemiazhar ","done oder 4botol dpt 7.15,love sgt🥰;Rugi tw klo x beli. Beli dkt luar harga rm10 ringgit beli semasa live pasti dpt harga discount 👍👍👍👍;Done order 4botol😍;done order dpt rm28 je baloi2..👍;dh order 4botol 30.60;done order 4 botol;done bli 4 botol 28.60;Dah beli 4 botol;wangi tauu 😍;Alaa tak dapat 7.15.. dh follow n beli kt live.. saya beli 5 botol 😭;Done purchase 4 botol 🥰;done order 4botol dpt 25.60🥰;Done 4botol RM29;Done order 3 botol;done pyment. 4btol;wangi;done oder..4 botol..tq;Dah oder beli 4 botol dapat Rm 27.60;Done oder 4 botol;done 4 botol rm25 lebih;RM7.15 je sebotol sape x beli rugi la.... done order;Done order 4 botol rm30.60 frree voucher rm 11 dari sarawak..😊;Done oder 4 botol dapat harga rm28;Done order 4 botol rm7.15/pcs😻","Telah buat pesanan 4 botol dapat 7.15, sayang sangat 🥰; Rugi tahu kalau tak beli. Beli dekat luar harga RM10 ringgit beli semasa siaran langsung pasti dapat harga diskaun 👍👍👍👍; Telah buat pesanan 4 botol😍; Telah buat pesanan dapat RM28 sahajalah berbaloi-baloi..👍; Telah buat pesanan 4 botol 30.60; Telah buat pesanan 4 botol; Telah beli 4 botol 28.60; Dah beli 4 botol; Wangi tahu 😍; Alah tak dapat 7.15.. sudah ikut dan beli di siaran langsung.. saya beli 5 botol 😭; Telah buat pembelian 4 botol 🥰; Telah buat pesanan 4 botol dapat 25.60 🥰; Telah buat pesanan 4 botol RM29; Telah buat pesanan 3 botol; Telah buat pembayaran. 4 botol; Wangi; Telah buat pesanan.. 4 botol.. terima kasih; Dah buat pesanan beli 4 botol dapat RM27.60; Telah buat pesanan 4 botol; Telah buat pesanan 4 botol RM25 lebih; RM7.15 sahaja sebotol siapa tak beli rugi lah.... telah buat pesanan; Telah buat pesanan 4 botol RM30.60 percuma baucar RM11 dari Sarawak..😊; Telah buat pesanan 4 botol dapat harga RM28; Telah buat pesanan 4 botol RM7.15/botol 😻"
7416336624935521280,kekbajetgerik,2024-09-19,79,6071,10,7,28,9,13,yayaperfumerm10;perfumeviral;yayaempire;perfumetiktok;perfumeyayaempirexmiaazhar;perfumeyayaempire;perfumerm10;yayaperfume;perfumemiazhar,0.02042497117443584,korg minat yaya perfume bau apa? #yayaperfumerm10 #perfumeviral #yayaempire #perfumetiktok #perfumeyayaempirexmiaazhar #perfumeyayaempire #perfumerm10 #yayaperfume #perfumemiazhar ,"Done oder 4botol😍;Done ode 4 botol bcrat, lavie, goo chi flo ra, hitam? Xingt😍;done beli 4botol;Rugi klo x beli semua best2 perfume yaya","Selesai pesan 4 botol 😍; Selesai pesan 4 botol berat, lavie, goo chi flo ra, hitam? Bersemangat 😍; selesai beli 4 botol; Rugi kalau tidak beli semua yang terbaik perfume yaya"
7416289407587699712,kekbajetgerik,2024-09-19,104,7731,8,9,21,9,13,yayaperfumerm10;perfumeviral;yayaempire;perfumetiktok;perfumeyayaempirexmiaazhar;perfumeyayaempire;perfumerm10;yayaperfume;perfumemiazhar,0.01836761091708705,Replying to @yiqasulaiman kita tgh on sales ni..sape yg belum grab meh cpt2😋 #yayaperfumerm10 #perfumeviral #yayaempire #perfumetiktok #perfumeyayaempirexmiaazhar #perfumeyayaempire #perfumerm10 #yayaperfume #perfumemiazhar ,done bli 5 btl;done beli 10 botol dapat murah masa live 😁;done beli 4 botol dapat harga murah 😊😍;Mantap bau😚;wanggi,sudah beli 5 botol; sudah beli 10 botol dapat murah masa siaran langsung 😁; sudah beli 4 botol dapat harga murah 😊😍; Mantap bau 😚; wangi
7415961392756378624,kekbajetgerik,2024-09-18,17,1857,0,6,4,9,11,yayaperfumerm10;perfumeviral;yayaempire;perfumetiktok;perfumeyayaempirexmiaazhar;perfumeyayaempire;perfumerm10;yayaperfume;perfumemiazhar,0.014539579967689823,Replying to @missyqaseh korg suka yaya perfume bau apa?😋 #yayaperfumerm10 #perfumeviral #yayaempire #perfumetiktok #perfumeyayaempirexmiaazhar #perfumeyayaempire #perfumerm10 #yayaperfume #perfumemiazhar ,done payment🥰;alhamdulilah byk kali repeat kat seller ni....arini grab 6 botol lg;saya suka bau manis pink dino. btw done beli bubblegum twinkle 🤩✨ postage ke sabah rm2 saja;oder 6 botol yg kecik.. bru smpai ari nih.. kat pembungkusan pun lekat bau nyer..;Semua wangi yaya nie 🥰;Bau paling best bubblegum tu..siyess xnyesal beli..da beli confirm repeat order.the best,sudah bayar🥰;alhamdulillah banyak kali ulang beli dengan penjual ini....hari ini ambil 6 botol lagi;saya suka bau manis pink dino. by the way sudah beli bubblegum twinkle 🤩✨ penghantaran ke sabah rm2 saja;pesan 6 botol yang kecil.. baru sampai hari ini.. pada pembungkusan pun lekat baunya..;Semua wangi yaya ini 🥰;Bau paling baik bubblegum itu..sungguh tidak menyesal beli..sudah beli pasti ulang pesanan. yang terbaik
7415914033699687424,kekbajetgerik,2024-09-18,33,3925,2,6,6,9,12,yayaperfumerm10;perfumeviral;yayaempire;perfumetiktok;perfumeyayaempirexmiaazhar;perfumeyayaempire;perfumerm10;yayaperfume;perfumemiazhar,0.01197452229299363,Replying to @popcorncarame11 #yayaperfumerm10 #perfumeviral #yayaempire #perfumetiktok #perfumeyayaempirexmiaazhar #perfumeyayaempire #perfumerm10 #yayaperfume #perfumemiazhar ,haaaaa prgi msuk live cpt grab yg perfume purple gmba tmbikai tu kuat bau tahan smpi esk..murah guys😊;semua jenis Dino best3...;dino purple dengan pink candy memang padu bau diaaaaaa soo nicee;barang dh smpai candy sedap sgt padu tq seller,haaaaa pergi masuk siaran langsung cepat rebut yang minyak wangi ungu gambar tembikai itu kuat bau tahan sampai esok..murah kawan😊;semua jenis Dino terbaik...;dino ungu dengan gula-gula merah jambu memang padu bau dia sangat bagus;barang dah sampai gula-gula sedap sangat padu terima kasih penjual
7416404233416723456,darenbless,2024-09-19,84,3107,5,3,9,6,10,fyppppppppppppppppppppppp;fypシ゚viral;fyppp;darenblessessentialoil;fypシ;essentials,0.03250724171226263,#fyppppppppppppppppppppppp #fypシ゚viral #fyppp #darenblessessentialoil #fypシ #Essentials ,🥰🥰🥰🥰;😌😌😌;☺️☺️☺️,🥰🥰🥰🥰;😌😌😌;☺️☺️☺️
7416385668164684800,darenbless,2024-09-19,84,10800,3,1,12,14,22,tantrumkids;fypシ゚viral;fyp;cerdik;kidstiktok;fypシ;fypppppp;essentialoil;easybreath;sleepwell;focusintelligence;darenbless;fypppppppppppppppp;fokus,0.009259259259259259,"minyak biru untuk anak cerdik insha Allah,,sapu Dua Kali sehri sbelum pergi sekokah  Dan sebelm tido #tantrumkids #fypシ゚viral #fyp #cerdik #kidstiktok #fypシ #fypppppp #essentialoil #easybreath #sleepwell #focusintelligence #darenbless #fypppppppppppppppp #fokus ",🥰🥰🥰🥰,"Baiklah, silakan kirimkan teks yang ingin Anda terjemahkan."
